id,name,now_cost,position,team,clean_sheets_per_90,threat_rank_type,expected_assists_per_90,expected_assists,points_per_game_rank,goals_scored,penalties_missed,creativity_rank_type,transfers_out,value_form,value_season,bonus,starts_per_90,cost_change_start,expected_goals_conceded,cost_change_start_fall,expected_goals_conceded_per_90,red_cards,threat,selected_rank_type,influence,penalties_saved,ep_next,event_points,creativity,ict_index_rank,saves_per_90,creativity_rank,expected_goals,own_goals,status,now_cost_rank_type,saves,yellow_cards,goals_conceded,expected_goal_involvements_per_90,assists,form_rank_type,ict_index_rank_type,chance_of_playing_next_round,influence_rank,penalties_order,ict_index,form,dreamteam_count,expected_goal_involvements,chance_of_playing_this_round,starts,points_per_game,minutes,form_rank,selected_rank,expected_goals_per_90,threat_rank,ep_this,transfers_in,bps,goals_conceded_per_90,selected_by_percent,influence_rank_type,points_per_game_rank_type,clean_sheets,now_cost_rank,total_points
500,Sepp van den Berg,40,DEF,Liverpool,0,205,0,0,614,0,0,212,30288,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,600,0,581,0,0,u,201,0,0,0,0,0,170,214,0,596,,0,0,0,0,0,0,0,0,481,418,0,548,0,10688,0,0,0.1,215,216,0,682,0
501,Nathaniel Phillips,38,DEF,Liverpool,0,154,0.01,0.01,403,0,0,172,88295,0,0.8,0,1.38,-2,0.48,2,0.66,0,18,89,15.4,0,1,0,1.4,483,0,477,0.04,0,a,255,0,0,1,0.07,0,136,168,,476,,3.4,0,0,0.05,,1,1.5,65,418,251,0.06,425,1,101943,17,1.38,0.6,169,143,0,768,3
563,Luke Chambers,40,DEF,Liverpool,0,210,0,0,624,0,0,216,9750,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,610,0,591,0,0,u,206,0,0,0,0,0,175,218,0,606,,0,0,0,0,0,0,0,0,492,454,0,559,0,7417,0,0,0.1,219,220,0,693,0
564,Stefan Bajcetic,43,MID,Liverpool,0.52,155,0.08,0.47,313,1,0,184,38366,0,5.1,0,1.03,-2,6.8,2,1.17,0,77,218,90.2,0,0,0,61.7,395,0,352,0.79,0,i,316,0,2,4,0.22,0,210,174,0,393,,22.8,0,0,1.26,0,6,2,522,571,553,0.14,309,0,40504,85,0.69,0,166,122,3,585,22
584,Bobby Clark,45,MID,Liverpool,0,230,1.16,0.09,504,0,0,242,1524,0,0.2,0,0,0,0,0,0,0,2,263,0,0,1,0,0.3,531,0,498,0,0,a,243,0,0,0,1.16,0,260,240,,714,,0.2,0,0,0.09,,0,1,7,665,660,0,471,1,1504,1,0,0,292,227,0,428,1
592,Harvey Davies,40,GKP,Liverpool,0,52,0,0,625,0,0,61,2112,0,0,0,0,0,0,0,0,0,0,63,0,0,1,0,0,611,0,592,0,0,a,57,0,0,0,0,0,70,78,,607,,0,0,0,0,,0,0,0,493,595,0,560,1,1915,0,0,0,78,78,0,694,0
620,Arthur Henrique Ramos de Oliveira Melo,48,MID,Liverpool,0,322,0,0,756,0,0,325,8379,0,0,0,0,-2,0,2,0,0,0,243,0,0,1,0,0,754,0,749,0,0,a,167,0,0,0,0,0,303,324,100,753,,0,0,0,0,100,0,0,0,718,608,0,742,1,8600,0,0,0,324,326,0,278,0
665,Ben Doak,45,MID,Liverpool,0,226,0,0,507,0,0,231,809,0,0.4,0,0,0,0.96,0,3.76,0,4,299,5.6,0,1,0,1.4,503,0,479,0,0,a,246,0,0,1,0,0,262,225,,502,,1.2,0,0,0,,0,1,23,668,723,0,464,1,965,4,3.91,0,224,229,0,433,2
680,Cody Gakpo,76,MID,Liverpool,0.37,53,0.12,1.87,36,7,0,92,1345408,0.5,11.8,4,1.05,-4,19.56,4,1.21,0,415,24,331.8,0,4.4,6,271.1,124,0,131,6.43,0,a,12,0,0,19,0.52,3,34,77,100,206,,101.3,3.8,1,8.3,100,17,4.3,1455,64,73,0.4,82,4.8,1935175,256,1.18,5.3,85,17,6,25,90
299,Kyle Walker,47,DEF,Man City,0.32,137,0.06,1.32,208,0,0,47,2016251,0.7,14.7,0,1.01,-3,20.07,3,0.92,0,39,30,223.8,0,4.7,2,176.2,307,0,197,0.39,0,a,47,0,3,20,0.08,0,17,105,100,286,,43.8,3.4,0,1.71,100,22,2.6,1953,67,82,0.02,381,4.4,1459763,376,0.92,4.5,111,76,7,296,69
300,Ilkay Gündogan,74,MID,Man City,0.38,29,0.17,4.37,35,8,1,31,994013,0.7,17.8,9,1.03,-1,20.31,1,0.78,0,597,17,596.2,0,7,0,636.9,39,0,38,7.83,0,a,14,0,0,20,0.47,6,15,26,,77,,182.7,5.1,1,12.2,,27,4.3,2351,23,52,0.3,46,6.1,1613621,518,0.77,7.7,35,16,10,27,132
301,Kevin De Bruyne,121,MID,Man City,0.37,27,0.51,13.69,8,7,0,2,6671693,0.1,15.1,26,1.04,1,19.88,-1,0.74,0,598,7,897.8,0,1.8,0,1476.7,8,0,3,5.34,0,a,2,0,1,23,0.71,18,152,6,100,14,4,297.6,0.7,5,19.03,100,28,5.7,2413,319,12,0.2,44,1.7,7222275,742,0.86,25.5,5,4,10,3,183
302,John Stones,56,DEF,Man City,0.34,52,0.05,0.97,55,2,0,50,810277,0.3,16.6,13,1.02,1,13.56,-1,0.66,0,135,17,396,0,2.8,0,164.1,219,0,207,1.03,1,a,9,0,2,17,0.1,2,73,65,100,167,,69.6,1.6,1,2,100,21,4,1844,222,48,0.05,231,2.6,1416852,422,0.83,8.2,63,8,7,89,93
303,Riyad Mahrez,75,MID,Man City,0.28,34,0.25,5.22,41,5,0,19,2424019,0.7,16.8,11,1.04,-5,18.28,5,0.86,0,520,15,533.6,0,6.3,2,773.4,40,0,22,5.4,0,a,13,0,2,23,0.5,12,16,27,,104,2,182.5,4.9,2,10.62,,22,4.2,1913,26,47,0.25,57,5.9,2792148,470,1.08,8.9,44,20,6,26,126
305,Jack Grealish,71,MID,Man City,0.44,19,0.3,6.74,33,5,0,22,2234404,0.2,17,9,1.01,1,14.46,-1,0.63,0,683,16,515.8,0,1.7,0,721.3,33,0,29,4.5,0,d,19,0,4,16,0.5,10,120,22,75,109,,191.7,1.1,2,11.24,75,23,4.3,2051,263,50,0.2,34,1.6,2703020,490,0.7,7.9,46,15,10,36,121
306,João Cancelo,71,DEF,Man City,0.42,13,0.11,1.53,34,2,0,25,6560851,0,10.3,10,1.13,1,13.34,-1,0.94,1,276,5,277,0,0,0,266.4,172,0,133,0.83,0,u,2,0,3,16,0.17,2,261,42,0,245,,81.2,0,4,2.36,0,16,4.3,1273,774,18,0.06,132,0,3729404,304,1.13,17.8,94,4,6,37,73
307,Ederson Santana de Moraes,54,GKP,Man City,0.31,84,0.01,0.22,108,0,0,5,2361752,0.4,22.4,8,1,-1,28.08,1,0.8,0,0,5,479,0,2.8,3,13.1,276,1.31,441,0,0,a,4,46,3,32,0.01,1,17,18,,121,,49.2,2,0,0.22,,35,3.5,3150,173,24,0,770,3,2129302,581,0.91,15,18,22,11,125,121
308,Nathan Aké,50,DEF,Man City,0.43,43,0.06,1.3,105,1,0,52,1087755,0.7,18.4,9,1.06,0,16.48,0,0.79,0,150,45,383.4,0,1.9,8,161.6,218,0,209,1.55,0,d,21,0,2,15,0.13,0,18,64,50,178,,69.7,3.4,1,2.85,50,22,3.5,1871,68,125,0.07,218,2.2,1184646,419,0.72,2.4,68,26,9,188,92
309,Aymeric Laporte,56,DEF,Man City,0.36,106,0.04,0.44,124,0,0,82,140420,0.4,7.1,3,1,-4,11.77,4,1.07,0,68,91,166.2,0,2.6,2,107.8,343,0,279,0.49,0,d,10,0,0,10,0.08,0,38,121,75,329,,34.1,2.4,0,0.93,75,11,3.3,992,134,257,0.04,321,2.5,117538,210,0.91,0.6,134,30,4,91,40
310,Zack Steffen,40,GKP,Man City,0,36,0,0,593,0,0,45,2401,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,580,0,561,0,0,u,41,0,0,0,0,0,54,62,0,576,,0,0,0,0,0,0,0,0,458,673,0,526,0,0,0,0,0,62,62,0,657,0
311,Bernardo Veiga de Carvalho e Silva,67,MID,Man City,0.29,52,0.16,3.83,149,4,0,45,2267643,0.1,15.8,9,0.98,-3,23.24,3,0.95,0,424,22,492,0,2.2,0,515,73,0,54,2.09,0,a,23,0,5,24,0.25,6,140,52,,117,,143.1,1,2,5.92,,24,3.1,2196,293,67,0.09,81,2,1995525,427,0.98,5.9,51,61,7,46,106
312,Rúben Gato Alves Dias,60,DEF,Man City,0.41,62,0.02,0.34,147,0,0,102,1588052,0.3,13.3,1,0.99,0,17.36,0,0.78,0,124,19,416.8,0,2.5,0,83.7,238,0,314,1.36,0,d,6,0,3,16,0.08,0,53,75,75,151,,62.5,2,0,1.7,75,22,3.1,1997,174,54,0.06,244,2.2,1104765,432,0.72,7.4,53,44,9,69,80
314,Phil Foden,80,MID,Man City,0.25,17,0.23,4.73,27,11,0,26,4532519,0.5,17.8,15,1.08,0,17.62,0,0.87,0,712,14,671.2,0,5.5,2,670.8,27,0,33,5.75,0,a,7,0,1,16,0.51,7,25,19,100,49,,205.4,4.1,3,10.48,100,22,4.4,1832,50,45,0.28,31,5.1,4736083,517,0.79,9.7,21,11,5,17,142
315,Rodrigo Hernandez,56,MID,Man City,0.34,40,0.11,3.49,161,2,0,38,450840,0.3,19.3,7,1.05,-4,25.24,4,0.78,0,493,48,716,0,3,0,555.9,44,0,46,4.53,0,a,51,0,5,26,0.25,6,98,31,100,40,,176.9,1.7,1,8.02,100,34,3,2911,209,138,0.14,64,2.7,316252,606,0.8,1.9,16,65,11,97,108
316,Cole Palmer,42,MID,Man City,0.25,145,0.12,0.49,423,0,0,171,27916,0.3,4.5,0,0.5,-3,7.13,3,1.79,0,97,145,59.2,0,2.2,2,72.4,394,0,330,0.36,0,a,324,0,1,4,0.21,1,111,173,100,426,,23.1,1.3,0,0.85,100,2,1.4,358,239,404,0.09,276,2.3,24237,76,1.01,0.1,183,184,1,613,19
317,James McAtee,45,MID,Man City,0,269,0,0,699,0,0,277,885,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,688,0,682,0,0,u,219,0,0,0,0,0,241,275,0,683,,0,0,0,0,0,0,0,0,632,735,0,667,0,0,0,0,0,272,286,0,386,0
318,Erling Haaland,124,FWD,Man City,0.42,1,0.1,3.11,2,36,0,9,4782879,0.4,21.9,40,1.07,9,25.24,-9,0.82,0,1825,1,1390,0,6.2,0,371,2,0,95,28.54,0,a,1,0,5,26,1.03,9,7,2,100,1,1,358.1,4.4,11,31.65,100,33,7.8,2767,41,1,0.93,1,5.4,7833248,1040,0.85,78.4,1,1,13,2,272
319,Julián Álvarez,61,FWD,Man City,0.31,21,0.1,1.63,125,9,0,15,869475,0.7,16.9,14,0.81,-4,17.14,4,1.07,0,545,10,430.8,0,5.5,2,271.1,88,0,130,6.79,0,a,28,0,0,16,0.52,3,8,16,100,146,3,124.7,4.1,2,8.42,100,13,3.3,1448,49,51,0.42,53,5.1,1407829,393,0.99,7.7,15,18,5,67,103
320,Luke Mbete-Tabu,39,DEF,Man City,0,188,0,0,578,0,0,197,57375,0,0,0,0,-1,0,1,0,0,0,164,0,0,0,0,0,565,0,544,0,0,u,248,0,0,0,0,0,152,199,0,561,,0,0,0,0,0,0,0,0,443,436,0,508,0,47144,0,0,0.1,200,200,0,751,0
322,Josh Wilson-Esbrand,38,DEF,Man City,0,178,0,0,563,0,0,188,241778,0,0,0,0,-2,0,2,0,0,0,85,0,0,0,0,0,549,0,524,0,0,u,259,0,0,0,0,0,140,190,0,545,,0,0,0,0,0,0,0,0,424,241,0,487,0,227647,0,0,0.6,191,191,0,774,0
323,Liam Delap,44,FWD,Man City,0,69,0,0,676,0,0,69,65713,0,0,0,0,-1,0,1,0,0,0,59,0,0,0,0,0,665,0,657,0,0,u,90,0,0,0,0,0,60,71,0,660,,0,0,0,0,0,0,0,0,603,391,0,640,0,13802,0,0,0.2,69,71,0,530,0
324,Stefan Ortega Moreno,37,GKP,Man City,0.67,3,0,0,3,0,0,13,225171,0.9,6.2,5,1,-3,4.12,3,1.37,0,0,21,116.8,0,4.8,0,0,436,4.67,511,0,0,a,85,14,0,1,0,0,7,28,100,366,,11.7,3.3,1,0,100,3,7.7,270,73,159,0,473,4.3,315760,90,0.33,1.5,28,2,2,777,23
325,Kalvin Phillips,48,MID,Man City,0.31,207,0.03,0.11,463,0,0,192,49632,0.2,2.9,0,0.62,-2,5.05,2,1.56,0,19,154,39,0,2,2,46.5,447,0,372,0.28,0,a,163,0,1,3,0.12,0,119,203,100,454,,10.5,1.1,0,0.39,100,2,1.2,291,261,428,0.09,424,2.1,7922,68,0.93,0.1,199,205,1,273,14
502,Scott Carson,38,GKP,Man City,0,4,0,0,554,0,0,14,72576,0,0,0,0,-2,0,2,0,0,0,41,0,0,1,0,0,540,0,513,0,0,a,77,0,0,0,0,0,29,39,,536,,0,0,1,0,,0,0,0,410,295,0,475,1,88998,0,0,0.4,39,40,0,760,0
573,Rico Lewis,38,DEF,Man City,0.2,134,0.16,1.63,285,0,0,53,300248,0.4,7.6,0,1,-2,8.9,2,0.89,0,40,63,114.6,0,2.7,2,152.4,360,0,218,0.21,0,a,260,0,1,8,0.18,0,63,127,,370,,30.7,1.7,0,1.84,,10,2.1,900,202,185,0.02,378,2.7,399450,168,0.8,1.1,146,102,2,775,29
587,Sergio Gómez,44,DEF,Man City,0.26,150,0.28,1.05,353,0,0,125,38844,0.4,4.8,1,0.53,-1,5.9,1,1.56,0,24,167,66.2,0,2.5,2,52.8,426,0,366,0.37,0,a,119,0,0,6,0.38,1,70,153,,417,,14.3,1.6,0,1.42,,2,1.8,340,215,447,0.1,410,2.6,41010,83,1.59,0.1,155,127,1,521,21
599,Claudio Gomes,45,MID,Man City,0,266,0,0,694,0,0,274,1225,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,683,0,677,0,0,u,213,0,0,0,0,0,237,272,0,678,,0,0,0,0,0,0,0,0,625,703,0,661,0,980,0,0,0,269,283,0,374,0
600,Ben Knight,45,MID,Man City,0,268,0,0,697,0,0,276,939,0,0,0,0,0,0,0,0,0,0,275,0,0,1,0,0,686,0,680,0,0,a,216,0,0,0,0,0,239,274,,681,,0,0,0,0,,0,0,0,629,685,0,665,1,1001,0,0,0,271,285,0,382,0
610,Manuel Akanji,51,DEF,Man City,0.28,31,0.04,0.99,187,0,0,54,699962,0.3,16.1,5,0.95,1,21.7,-1,0.86,0,180,34,385.6,0,2.2,0,146.5,213,0,223,1.14,0,d,19,0,2,23,0.08,1,66,62,75,176,,71.4,1.7,0,2.13,75,24,2.8,2284,207,93,0.04,192,2,1063599,460,0.91,3.6,67,64,7,177,82
712,Máximo Perrone,44,MID,Man City,0,225,0.05,0.01,497,0,0,225,210,0,0.2,0,0,-1,0.19,1,0.95,0,4,309,1,0,0,0,2.6,514,0,467,0,0,i,295,0,0,1,0.05,0,226,232,0,526,,0.8,0,0,0.01,0,0,1,18,605,741,0,462,0,292,4,5,0,239,223,0,532,1
772,Alex Robertson,45,MID,Man City,0,270,0,0,700,0,0,278,1,0,0,0,0,0,0,0,0,0,0,334,0,0,2.4,0,0,689,0,683,0,0,a,220,0,0,0,0,0,242,276,,684,,0,0,0,0,,0,0,0,633,773,0,668,1,14,0,0,0,273,287,0,387,0
773,Shea Charles,45,MID,Man City,0,279,0,0,501,0,0,287,2,0.1,0.2,0,0,0,0.05,0,0.17,0,0,335,0,0,2.4,1,0,706,0,701,0,0,a,231,0,0,1,0,0,175,285,,702,,0,0.3,0,0,,0,1,27,366,774,0,685,1.3,17,3,3.33,0,282,225,0,409,1
774,Nico O'Reilly,45,MID,Man City,0,280,0,0,717,0,0,288,4,0,0,0,0,0,0,0,0,0,0,336,0,0,2.4,0,0,708,0,703,0,0,a,233,0,0,0,0,0,251,286,,704,,0,0,0,0,,0,0,0,653,775,0,687,1,16,0,0,0,283,295,0,412,0
162,Jack Butland,44,GKP,Man Utd,0,65,0,0,664,0,0,74,10956,0,0,0,0,-1,0,1,0,0,0,56,0,0,0,0,0,652,0,642,0,0,a,21,0,0,0,0,0,79,83,100,647,,0,0,0,0,100,0,0,0,577,487,0,620,0,4735,0,0,0.1,83,83,0,484,0
326,Cristiano Ronaldo dos Santos Aveiro,102,FWD,Man Utd,0.52,45,0.04,0.25,334,1,0,47,590916,0,2,3,0.69,-3,5.95,3,1.03,0,218,23,63.8,0,0,0,83.2,338,0,315,1.89,0,u,3,0,2,8,0.37,0,93,49,0,421,,35.6,0,1,2.14,0,4,2,519,777,137,0.33,168,0,227123,42,1.39,1.9,51,44,3,6,20
327,David De Gea Quintana,51,GKP,Man Utd,0.45,81,0.01,0.22,37,0,0,7,1487278,1,31.6,5,1,1,50.24,-1,1.32,0,0,4,792.2,1,4.7,7,13,174,2.66,443,0,0,a,5,101,0,43,0.01,0,2,7,,21,,80.7,5,2,0.22,,38,4.2,3420,25,22,0,760,5,2277434,729,1.13,15.8,7,8,17,167,161
328,Phil Jones,38,DEF,Man Utd,0,174,0,0,558,0,0,185,89256,0,0,0,0,-2,0,2,0,0,0,86,0,0,0,0,0,544,0,518,0,0,a,253,0,0,0,0,0,134,187,,540,,0,0,1,0,,0,0,0,415,244,0,480,0,88261,0,0,0.6,188,188,0,765,0
329,Raphaël Varane,48,DEF,Man Utd,0.47,61,0.02,0.51,134,0,0,109,656951,0.4,16,2,1.04,-2,27.27,2,1.28,0,124,36,387,0,2.3,0,74,250,0,326,0.75,1,a,39,0,1,22,0.06,0,49,79,100,174,,58.8,2,0,1.26,100,22,3.2,1912,165,107,0.04,243,2,651331,392,1.04,3.1,66,38,10,266,77
330,Harry Maguire,47,DEF,Man Utd,0.59,124,0,0.04,241,0,0,147,111875,0.1,8.3,2,0.94,-3,10.79,3,1.27,0,51,104,180.6,0,0.3,2,20.3,386,0,416,0.34,0,a,49,0,4,7,0.04,0,105,139,100,316,,25.2,0.6,0,0.38,100,8,2.4,762,326,287,0.04,355,0.6,44680,201,0.83,0.4,124,90,5,303,39
331,Frederico Rodrigues de Paula Santos,51,MID,Man Utd,0.29,102,0.13,1.77,364,2,0,79,126223,0.3,12.2,2,0.88,-4,21.86,4,1.6,0,213,91,282.2,0,1.2,5,335.9,168,0,107,2.03,0,a,97,0,6,22,0.28,3,96,93,,240,,83,1.7,1,3.8,,12,1.8,1228,205,278,0.15,170,1.7,58994,272,1.61,0.5,100,154,4,171,62
332,Luke Shaw,53,DEF,Man Utd,0.42,65,0.1,2.9,54,1,0,7,3556992,0.8,23.4,20,1.06,3,37.85,-3,1.33,0,118,4,572.8,0,2.4,0,547.7,92,0,47,1.09,0,d,16,0,8,35,0.14,4,13,12,50,85,,124.2,4,4,3.99,50,30,4,2552,54,14,0.04,249,2,5515072,626,1.23,19.2,23,7,12,136,124
333,Bruno Borges Fernandes,95,MID,Man Utd,0.49,7,0.29,10.7,16,8,0,1,2805980,0.6,18.5,23,1,-5,49.13,5,1.33,0,948,9,948,0,5.3,10,1532.3,4,0,2,9.33,0,a,5,0,6,39,0.54,9,7,2,100,11,2,343.1,6,4,20.03,100,37,4.8,3317,13,31,0.25,17,6,3866605,748,1.06,13.3,4,7,18,8,176
334,Alex Telles,50,DEF,Man Utd,0,260,0,0,761,0,0,260,6561,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,760,0,758,0,0,u,22,0,0,0,0,0,255,260,0,759,,0,0,0,0,0,0,0,0,732,631,0,753,0,0,0,0,0,260,260,0,191,0
335,Marcus Rashford,72,MID,Man Utd,0.41,2,0.09,2.86,6,17,0,56,7923759,0.4,28.5,21,1,7,43.46,-7,1.36,0,1427,1,887.8,0,2.8,2,459.7,10,0,67,15.27,0,a,17,0,2,39,0.57,7,58,7,100,16,3,277.6,2.7,5,18.13,100,32,5.9,2880,121,3,0.48,4,2.7,10735832,530,1.22,37.8,7,2,13,33,205
336,Donny van de Beek,51,MID,Man Utd,0,172,0.08,0.14,466,0,0,196,53666,0,1.6,0,1.11,-4,1.58,4,0.88,0,54,143,11.2,0,0,0,40.2,449,0,379,0.1,0,i,100,0,0,3,0.14,0,320,205,0,484,,10.5,0,0,0.24,0,2,1.1,162,743,402,0.06,347,0,8330,21,1.67,0.1,215,207,0,175,8
337,Victor Lindelöf,41,DEF,Man Utd,0.4,153,0.03,0.39,163,0,0,123,62095,1,13.9,3,0.93,-4,19.97,4,1.32,0,19,53,265,0,4.2,2,53.5,344,0,364,0.25,0,a,179,0,1,16,0.05,0,14,122,100,258,,33.9,3.9,0,0.64,100,14,2.9,1359,57,152,0.02,422,3.9,218943,327,1.06,1.6,100,52,6,637,57
338,Scott McTominay,49,MID,Man Utd,0.31,124,0.08,0.99,418,1,0,149,48255,0.1,7.3,2,0.78,-1,22.38,1,1.75,0,156,138,242.2,0,0.3,0,122.8,272,0,254,1.96,0,a,138,0,8,20,0.23,0,176,121,100,276,,51.7,0.3,0,2.95,100,10,1.5,1149,367,386,0.15,212,0.3,28257,146,1.57,0.2,115,182,4,239,36
339,Eric Bailly,40,DEF,Man Utd,0,195,0,0,598,0,0,204,150188,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,585,0,566,0,0,u,189,0,0,0,0,0,159,206,0,581,,0,0,0,0,0,0,0,0,463,322,0,531,0,20468,0,0,0.3,207,207,0,663,0
340,Jadon Sancho,71,MID,Man Utd,0.7,60,0.22,4.13,58,6,0,41,1400533,0.5,14.8,8,1.12,-4,24.95,4,1.33,0,382,33,390.6,0,3,9,543.9,81,0,50,4.02,0,a,20,0,0,18,0.43,3,30,58,100,171,,131.7,3.9,1,8.15,100,21,4,1683,58,99,0.21,94,3.9,722517,375,0.96,3.3,70,27,13,39,105
341,Aaron Wan-Bissaka,43,DEF,Man Utd,0.5,48,0.06,0.91,101,0,0,37,246838,0.6,15.6,3,1.01,-2,19.17,2,1.2,0,143,50,290.4,0,2.8,0,221.9,229,0,163,1.19,0,a,143,0,2,10,0.13,0,37,70,100,231,,65.5,2.4,1,2.1,100,16,3.5,1432,131,143,0.07,224,2.4,390146,308,0.63,1.8,86,24,8,567,67
342,Diogo Dalot Teixeira,48,DEF,Man Utd,0.42,15,0.06,1.53,61,1,0,9,2636231,0.4,21.2,19,1,3,34.27,-3,1.43,0,272,21,469.4,0,1.8,2,418.6,103,0,76,2.49,0,a,42,0,6,34,0.16,2,54,14,100,130,,116,1.9,4,4.02,100,24,3.9,2152,177,63,0.1,137,1.9,2822010,502,1.42,6.3,43,11,10,282,102
343,Brandon Williams,37,DEF,Man Utd,0,173,0,0,553,0,0,184,625387,0,0,0,0,-3,0,3,0,0,0,41,0,0,0,0,0,539,0,512,0,0,a,262,0,0,0,0,0,133,186,100,535,,0,0,0,0,100,0,0,0,409,116,0,474,0,665362,0,0,2.8,187,187,0,778,0
344,Anthony Elanga,46,MID,Man Utd,0.43,121,0.21,0.98,433,0,0,168,142675,0,5,0,1.08,-4,4.79,4,1.03,0,162,103,52.4,0,0,0,78.8,369,0,320,0.65,0,a,201,0,0,2,0.35,1,286,168,,434,,28.7,0,0,1.63,,5,1.4,417,701,303,0.14,206,0,78352,53,0.43,0.4,188,188,2,336,23
345,Anthony Martial,63,FWD,Man Utd,0.65,31,0.14,1.46,148,6,0,28,1490159,0.5,10.5,4,1.02,-7,13.57,7,1.26,0,376,17,305.2,0,3.3,1,179,161,0,193,6.03,0,a,26,0,0,8,0.7,3,16,28,100,220,1,85.4,3,0,7.49,100,11,3.1,970,101,113,0.56,96,3,1586178,230,0.74,2.9,23,20,7,60,66
347,Facundo Pellistri Rebollo,43,MID,Man Utd,0,229,0.03,0.02,487,0,0,228,7508,0,0.9,0,0,-2,0.78,2,1.17,0,2,232,3.2,0,0,1,1.7,518,0,473,0,0,a,312,0,0,1,0.03,0,188,234,100,511,,0.6,0.1,0,0.02,100,0,1,60,404,588,0,470,0.1,3958,14,1.5,0,231,216,0,581,4
348,Tom Heaton,38,GKP,Man Utd,0,6,0,0,556,0,0,16,44354,0,0,0,0,-2,0,2,0,0,0,44,0,0,0,0,0,542,0,515,0,0,a,79,0,0,0,0,0,31,41,100,538,,0,0,0,0,100,0,0,0,412,318,0,477,0,27756,0,0,0.3,41,42,0,762,0
504,Tyrell Malacia,42,DEF,Man Utd,0.45,99,0.05,0.71,180,0,0,65,656364,0.3,14.8,8,0.91,-3,19.21,3,1.24,0,77,49,206.4,0,1,2,125.8,318,0,249,0.23,0,a,167,0,6,14,0.06,0,85,109,,301,,41.1,1.1,2,0.94,,14,2.8,1391,260,139,0.01,308,1.1,571000,287,0.91,1.9,119,60,7,608,62
519,Christian Eriksen,62,MID,Man Utd,0.57,68,0.15,3.49,87,1,0,37,853592,0.5,16.6,8,1.1,-3,26.02,3,1.14,0,344,42,420.8,0,3.7,1,564.3,80,0,45,4.79,0,a,31,0,3,25,0.36,9,38,57,100,149,,132.8,3.3,2,8.28,100,25,3.7,2046,77,122,0.21,107,3.3,590670,426,1.1,2.5,63,38,13,62,103
533,Lisandro Martínez,44,DEF,Man Utd,0.38,93,0.04,1.02,154,1,0,79,1343114,0,18.4,6,1.02,-1,32.52,1,1.39,0,82,29,571.8,0,0,0,110.4,189,0,272,0.46,0,i,114,0,6,33,0.06,0,236,50,0,86,,76.7,0,0,1.48,0,24,3,2113,589,81,0.02,299,0,1314733,481,1.41,4.7,24,47,9,508,81
550,Amad Diallo,44,MID,Man Utd,0,256,0,0,678,0,0,264,17178,0,0,0,0,-1,0,1,0,0,0,216,0,0,0,0,0,667,0,659,0,0,u,296,0,0,0,0,0,227,262,0,662,,0,0,0,0,0,0,0,0,606,550,0,642,0,5143,0,0,0,259,273,0,533,0
551,Zidane Iqbal,42,MID,Man Utd,0,235,0,0,656,0,0,250,59239,0,0,0,0,-3,0,3,0,0,0,126,0,0,0,0,0,643,0,628,0,0,a,327,0,0,0,0,0,199,248,,638,,0,0,1,0,,0,0,0,546,363,0,599,0,52879,0,0,0.2,245,260,0,621,0
569,Alejandro Garnacho,41,MID,Man Utd,0,84,0.15,0.95,287,3,0,186,245956,0.3,9.5,0,0.81,-4,8.02,4,1.3,0,266,55,153.8,0,1.2,2,58.5,287,0,357,2.97,0,a,338,0,3,13,0.63,2,110,129,100,337,,47.9,1.3,0,3.92,100,5,2.1,557,238,158,0.48,141,1.3,397380,81,2.1,1.5,137,113,0,645,39
593,Carlos Henrique Casimiro,49,MID,Man Utd,0.42,80,0.16,3.82,144,4,0,66,614936,0.8,17.8,10,1.02,-1,29.3,1,1.24,2,278,43,638.6,0,4,2,393,82,0,83,3.49,0,a,124,0,7,22,0.31,3,35,59,100,63,,131.1,3.7,3,7.31,100,24,3.1,2122,65,124,0.15,131,3.7,775761,389,0.93,2.4,25,58,10,222,87
609,Antony Matheus dos Santos,73,MID,Man Utd,0.6,24,0.12,2.42,126,4,0,63,1559211,0.3,11.2,4,1.15,-2,25.37,2,1.27,0,633,32,322,0,0.6,0,421,78,0,75,6.65,0,d,15,0,5,21,0.45,2,72,56,25,208,,137.1,2.1,1,9.07,25,23,3.3,1803,154,98,0.33,39,0.5,1802804,262,1.05,3.4,87,54,12,31,82
615,Matej Kovár,40,GKP,Man Utd,0,46,0,0,615,0,0,55,361,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,601,0,582,0,0,u,51,0,0,0,0,0,64,72,0,597,,0,0,0,0,0,0,0,0,483,726,0,550,0,256,0,0,0,72,72,0,684,0
643,Kobbie Mainoo,45,MID,Man Utd,0,217,0.63,0.07,512,0,0,233,506,0,0.2,0,0,0,0.25,0,2.25,0,6,293,5.8,0,0,0,0.8,502,0,489,0,0,a,259,0,0,0,0.63,0,271,224,,499,,1.3,0,0,0.07,,0,1,10,679,714,0,450,0,608,2,0,0,222,234,0,448,1
